"","ocurrenceID","database","collectionCode","basisOfRecord","scientificName","genus","specificEpithet","eventDate","year","month","day","startDayOfYear","dayCode","phenology","buds","flowers","fruit","vegetative","unknown","phenologyNotes","generalNotes","stateProvince","county","municipality","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","picture","pictureChecked","inBCBrange","phenOne","phenTwo","phenThree","PhenFour","locationNotes","coordinateSource","coordinateUncertaintySource","compiler"
"1055",14474106,"MW","KE","specimen","Chelone glabra","Chelone","glabra","10/18/1976",1976,10,18,292,1976292,"fruit","N","N","Y"," "," ","","","Ohio","Shelby","Orange","seepage area above Great Miami River; Co. Rt. 25A bridge, S limits of Sidney, Sect. 1, Orange Twp.",40.265653,-84.157259,200,"N",NA,"Y","Yes","Fruiting","","","PLSS","locality","best estimate","JA"
"1056",14475616,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/30/1970",1970,8,30,242,1970242,"flowering","unknown","Y","N"," "," ","","same day/close together, same phenology","Ohio","Holmes","Washington","Open marsh, Twp. Rt. 273, 1/4 mi SW of jct. with Co. Rt. 22, SE 1/4 Sec. 4, Washington Twp.",40.622481,-82.172289,3000,"N",NA,"Y","Yes","Flowering","","","PLSS,  couldn't find exact locality","locality","best estimate","JA"
"1057",14476301,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/15/1965",1965,9,15,258,1965258,"flowering","unknown","Y","N"," "," ","","","Ohio","Jefferson","Island Creek","Low, shaded ground in N-facing side gorge of Island Creek behind Tenney Farm, Co. Rt. 56, 1 mi W, Costonia, Sect. 34, Island Creek Twp.",40.430152,-80.637502,3000,"N",NA,"Y","Yes","Flowering","","","PLSS,  couldn't find exact locality","locality","best estimate","JA"
"1058",14476428,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/29/1973",1973,8,29,241,1973241,"flowering","unknown","Y","N"," "," ","","","Ohio","Portage","Streetsboro","Cattail fen; Frame Farm Preserve, 2000 ft E Seasons Rd, 2500 ft N Ravenna Rd, Streetsboro Twp.",41.239223,-81.34594,6786,"N",NA,"Y","Yes","Flowering","",""," couldn't find locality, used town","town","geolocate","JA"
"1059",14476684,"MW","KE","specimen","Chelone glabra","Chelone","glabra","7/30/1967",1967,7,30,211,1967211,"vegetative","N","N","N","Y"," ","","","Maine","Hancock","Seal Harbor","Open, marshy slope in city park at Seal Harbor on Mount Desert Island.",44.303136,-68.240292,3036,"N",NA,"Y","No","","",""," couldn't find locality, used town","town","geolocate","JA"
"1060",14477628,"MW","KE","specimen","Chelone glabra","Chelone","glabra","10/8/1981",1981,10,8,281,1981281,"flowering","unknown","Y","N"," "," ","","","Ohio","Lawrence","","Pine Creek",38.525317,-82.359064,1400,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1061",14478376,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/16/1986",1986,9,16,259,1986259,"flowering","unknown","Y","N"," "," ","","","Ohio","Lake","North Perry","Rare; wet area in rich woods, S Lockwood Rd., N of east-west power lines; between Antioch Rd. and Perry Power Plant, 1 mi N US Rt. 20, North Perry.",41.807728,-81.12768,600,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1062",14478708,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/20/1960",1960,9,20,264,1960264,"flowering and fruit","unknown","Y","Y"," "," ","","","Ohio","Portage","Streetsboro","Weedy Sphagnum bog, 2 mi W of Streetsboro, near Rt. 303, Streetsboro Twp.",41.239216,-81.384482,9611,"N",NA,"Y","Yes","Both","","","","town+direction+distance+locality","geolocate","JA"
"1063",14479770,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/5/1974",1974,9,5,248,1974248,"flowering","unknown","Y","N"," "," ","","","Ohio","Knox","Hilliar","Frequent in small marsh; Twp. Rt. 108, 1/2 mi W of jct. with St. Rt. 314, NE 1/4 Sec. 2, Hilliar Twp.",40.338544,-82.700492,800,"N",NA,"Y","Yes","Flowering","","","PLSS","locality","best estimate","JA"
"1064",14481594,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/24/1966",1966,9,24,267,1966267,"flowering","unknown","Y","N"," "," ","","","North Carolina","Yancey","","Rocky, seeping ground in woods on S bank of South Toe River, E side of Rt. 80, 5 mi S of Celo.",35.782305,-82.202159,1500,"N",NA,"Y","Yes","Flowering","","","","town+direction+distance+locality","best estimate","JA"
"1065",14482222,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/15/1969",1969,8,15,227,1969227,"flowering","unknown","Y","N"," "," ","","","New Hampshire","Grafton","North Woodstock","Wooded bank of small stream feeding into Pemigewasset River near point where river is crossed by Rt. 3A",NA,NA,NA,"N",NA,"Y","Yes","Flowering","","","","","","JA"
"1066",14483487,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/10/1979",1979,9,10,253,1979253,"flowering","unknown","Y","N"," "," ","","","Ohio","Logan","Liberty","ODNR Flora of Ohio; Frequent; wet ditch; Liberty Fen; E, Twp. Rt. 192, 0.15 mi N, Twp. Rt. 193, Sect. 33, Liberty Twp.",40.253951,-83.773033,400,"N",NA,"Y","Yes","Flowering","","","PLSS","locality","best estimate","JA"
"1067",14483710,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/28/1979",1979,8,28,240,1979240,"flowering","unknown","Y","N"," "," ","","","Ohio","Cuyahoga","Brecksville ","Common; roadside depression, N of Park Dr., Brecksville Res., Cuyahoga National Valley Recreation Area, SW 1/4 of Brecksville Twp.",41.30901,-81.60891,1300,"N",NA,"Y","Yes","Flowering","","","PLSS","locality","best estimate","JA"
"1068",14484361,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/11/1965",1965,8,11,223,1965223,"vegetative","N","N","N","Y"," ","","","Ohio","Hocking","Good Hope","Shaded ground at edge of Clear Creek, 10 mi NW of Logan, NE 1/4 Sec. 20, Good Hope Twp.",39.589374,-82.58175,3200,"N",NA,"Y","No","","","","PLSS","locality","best estimate","JA"
"1069",14485159,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/12/1968",1968,9,12,256,1968256,"flowering","unknown","Y","N"," "," ","","","Ohio","Erie","","low wet woods by Pen-Central RR, 1 mi W of Ceylon.",41.371714,-82.51309,5241,"N",NA,"Y","Yes","Flowering","","","","town+direction+distance+locality","geolocate","JA"
"1070",14485873,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/17/1964",1964,9,17,261,1964261,"flowering","unknown","Y","N"," "," ","","","Ohio","Hocking","Good Hope","Shaded ground along stream flowing into Clear Creek, NE 1/4 Sect 20, Good Hope Twp.",39.59155,-82.56602,4000,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1071",14486907,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/22/1988",1988,9,22,266,1988266,"flowering","unknown","Y","N"," "," ","","","Ohio","Ashtabula","Kingsville","Rare; wet area in rich woods; 0.5 mi S Rt. 84; N Ashtabula River ford; W Hadlock Rd.,; Kingsville twp",41.870996,-80.71348,600,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1072",14488208,"MW","KE","specimen","Chelone glabra","Chelone","glabra","10/4/1977",1977,10,4,277,1977277,"fruit","N","N","Y"," "," ","","","Ohio","Henry","Damascus","frequent; wooded floodplain of Maumee River; Mary Jane Thurston State Park marina, St. Rt. 65, 1/2 mi NW, Wood Co. line, Sect. 12, Damascus Twp.",41.411843,-83.88664,200,"N",NA,"Y","Yes","Fruiting","","","PLSS","locality","best estimate","JA"
"1073",14489734,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/13/1968",1968,8,13,226,1968226,"flowering","unknown","Y","N"," "," ","","","Ohio","Portage","Brimfield","Scarce under trees on muddy bank on S side of Mogadore Reservoir W of Congress Lake Rd., Brimfield Twp.",41.054163,-81.340753,3500,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1074",14490209,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/26/1959",1959,9,26,269,1959269,"flowering","unknown","Y","N"," "," ","","same day/place, different phenology","Ohio","Geauga","","GEAUGA, OH, US;Low wet field; S of Rt. 87, 1 mi. W of Newbury, Newbury Twp.",NA,NA,NA,"N",NA,"Y","Yes","Flowering","","","","","","JA"
"1075",14490402,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/17/1958",1958,8,17,229,1958229,"flowering","unknown","Y","N"," "," ","","","Virginia","Giles","","Open ground near small stream near Biological Station on Salt Pond Mountain.",37.375123,-80.522758,2000,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1076",14490586,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/5/1964",1964,9,5,249,1964249,"flowering","unknown","Y","N"," "," ","","","Ohio","Jefferson","Island Creek","Moist ground on wooded stream bank, 4 mi NW of Steubenville, W 1/2 Sec. 32, Island Creek Twp",40.41077,-80.687768,8800,"N",NA,"Y","Yes","Flowering","","","PLSS","town+direction+distance","best estimate","JA"
"1077",14490843,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/4/1926",1926,9,4,247,1926247,"flowering","unknown","Y","N"," "," ","","","New York","Erie","","NY, US williamsville",42.963947,-78.737809,1850,"N",NA,"Y","Yes","Flowering","","","","town","geolocate","JA"
"1078",14490921,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/26/1959",1959,9,26,269,1959269,"fruit","N","N","Y"," "," ","","same day/place, different phenology","Ohio","Geauga","Newbury","Low wet field; S of Rt. 87, 1 mi. W of Newbury, Newbury Twp.",41.460275,-81.308603,5000,"N",NA,"Y","Yes","Fruiting","","","","provided","provided","JA"
"1079",14491434,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/6/1968",1968,8,6,219,1968219,"flowering","unknown","Y","N"," "," ","","","Maine","Washington","North Perry","ditch of Lake Rd. in pine forest, 1 mi from US Rt. 1",45.025511,-67.1255,600,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1080",14492089,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/14/1968",1968,9,14,258,1968258,"flowering","unknown","Y","N"," "," ","","","North Carolina","Jackson","","Wet area on rocky, wooded slope near Bearpen Gap (on Blue Ridge Parkway), elev. ca. 5500 ft",35.321429,-82.96481,1600,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1081",14492547,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/12/1969",1969,8,12,224,1969224,"vegetative","N","N","N","Y"," ","","","Quebec","Huntington","","Wet, wooded ground at edge of Lake St. Francis, along Rt. 3, just S of Point Doyon, 2 mi SW of Port Lewis, Huntingdon Co., Quebec.",45.161577,-74.326661,3000,"N",NA,"Y","No","","","","couldn't find exact locality","locality","best estimate","JA"
"1082",14492673,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/15/1967",1967,8,15,227,1967227,"vegetative","N","N","N","Y"," ","","","Ohio","Portage","Hiram","Wet, weedy, wooded valley abutting Asbury Rd., 9 mi NNE of Ravenna, Hiram Twp.",41.28087,-81.164169,2000,"N",NA,"Y","No","","","","","locality","best estimate","JA"
"1083",14493156,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/10/1975",1975,9,10,253,1975253,"flowering","unknown","Y","N"," "," ","","","Ohio","Summit","Stow","wet field by old sand pit; between old RR bed & Call Rd., 1/4 mi W, Young Rd., Stow, Stow Twp.",41.190211,-81.407076,200,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1084",14495049,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/10/1967",1967,9,10,253,1967253,"flowering","unknown","Y","N"," "," ","","","Ohio","Lorain","Black River","wet woods behind lake beach, Oak Point, Black River Twp.",41.433936,-82.249049,9000,"N",NA,"Y","Yes","Flowering","",""," town doesn't exist anymore","locality","best estimate","JA"
"1085",14495510,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/5/1964",1964,9,5,249,1964249,"flowering","unknown","Y","N"," "," ","","","Ohio","Harrison","","HARRISON, OH, US;Shaded marshy ground in meander scar along stream on Cusick Farm, E ½ sec. 3, German Twp. Apex of plant.",NA,NA,NA,"N",NA,"Y","Yes","Flowering","","","","","","JA"
"1086",14495540,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/21/1966",1966,9,21,264,1966264,"flowering","unknown","Y","N"," "," ","","","Ohio","Ross","Liberty","Springy ground along stream in woods along road NE of Schooley Station, NW 1/4 Sec. 18, Liberty Twp.",39.284072,-82.857008,7000,"N",NA,"Y","Yes","Flowering","","","PLSS","locality","best estimate","JA"
"1087",14497038,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/9/1980",1980,9,9,253,1980253,"flowering","unknown","Y","N"," "," ","","","Ohio","Williams","Jefferson","Frequent; small fen; S side, Co Rt I, just E, Beaver Creek bridge & E, jct of Co Rt 54, Sects 21 & 28, Jefferson Twp.",41.543244,-84.525597,900,"N",NA,"Y","Yes","Flowering","","","PLSS,  couldn't find exact locality","locality","best estimate","JA"
"1088",14497716,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/21/1966",1966,8,21,233,1966233,"vegetative","N","N","N","Y"," ","","","North Carolina","Yancey","","Rocky, seeping ground in woods on S bank of South Toe River, E side of Rt. 80, 5 mi S of Celo.",35.782305,-82.202159,1500,"N",NA,"Y","No","","","","","town+direction+distance+locality","best estimate","JA"
"1089",14498163,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/20/1979",1979,9,20,263,1979263,"flowering","unknown","Y","N"," "," ","","","Ohio","Summit","Cuyahoga Falls","Frequent; marshy field on W side of lodge, Galt Park, S side of Northmoreland Rd., 0.6 mi S of St. Rt. 91, city of Cuyahoga Falls.",41.130632,-81.456631,300,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1090",14498214,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/13/1968",1968,9,13,257,1968257,"flowering","unknown","Y","N"," "," ","","","North Carolina","Macon","Highlands","Open, wet hollow N of road where small stream abuts, 0.5 mi W of Rt. 28, 2.1 mi S of Rts. 28 & 64 intersection in Highlands.",35.021973,-83.195952,600,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1091",14498298,"MW","KE","specimen","Chelone glabra","Chelone","glabra","7/17/1967",1967,7,17,198,1967198,"vegetative","N","N","N","Y"," ","","","Iowa","Jones","Hale","Marshy roadside ditch, 10 mi SE of Anamosa, SW 1/4 Sec. 6, Hale Twp.",NA,NA,NA,"N",NA,"Y","No","","","","PLSS","","","JA"
"1092",14498774,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/14/1969",1969,8,14,226,1969226,"flowering","unknown","Y","N"," "," ","","","Vermont","Essex","","Wet, boggy ground along roadside, 1 mi E of Norton (just W of Norton Drive-in Movie)",44.9958,-71.806748,3500,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1093",14499172,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/23/1977",1977,9,23,266,1977266,"flowering","unknown","Y","N"," "," ","","","Ohio","Cuyahoga","Sagamore Hills ","Common; roadside ditch, 1/2 mi N of Snowville Rd. on Riverview Rd., Cuyahoga Valley National Recreation Area, SW 1/4 of Sagamore Hills Twp.",41.293192,-81.57832,1700,"N",NA,"Y","Yes","Flowering","","","PLSS","locality","best estimate","JA"
"1094",14500207,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/4/1964",1964,9,4,248,1964248,"flowering","unknown","Y","N"," "," ","","","Ohio","Jefferson","","Open, rocky ground along stream at base of wooded slope in Jefferson Lake State Park, 2 mi NW of Richmond, Salem Twp. Apex of plant.",40.460534,-80.811342,2000,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1095",14500377,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/27/1964",1964,8,27,240,1964240,"flowering","unknown","Y","N"," "," ","","","Ohio","Portage","Franklin","Marshy ground in meander scar of Cuyahoga River, 1 mi N of Kent, Franklin Twp.",41.168158,-81.357886,6341,"N",NA,"Y","Yes","Flowering","","","","town+direction+distance","geolocate","JA"
"1096",14500791,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/18/1966",1966,9,18,261,1966261,"flowering","unknown","Y","N"," "," ","","","Ohio","Huron","","at edge of small stream, 2 mi E of Norwalk",41.242547,-82.57719,7359,"N",NA,"Y","Yes","Flowering","","","","town+direction+distance","geolocate","JA"
"1097",14502761,"MW","KE","specimen","Chelone glabra","Chelone","glabra","8/22/2009",2009,8,22,234,2009234,"flowering","unknown","Y","N"," "," ","","","Ohio","Geauga","Chester","Geauga Park District, Sunnybrook Preserve, Chester Twp. N 41?31' 58"", W 81? 18' 26"".",41.53277778,-81.30722222,NA,"N",NA,"Y","Yes","Flowering","","","","provided by observer","","JA"
"1098",14504182,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/7/1964",1964,9,7,251,1964251,"flowering","unknown","Y","N"," "," ","","","Ohio","Columbiana","Butler","In swampy forest at edge of Watercress Marsh, along Rt. 9, 6 mi SW of Salem, Butler Twp.",40.820176,-80.919427,700,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1099",14504715,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/7/1965",1965,9,7,250,1965250,"flowering","unknown","Y","N"," "," ","","","Michigan","Washtenaw","Ann Arbor","Open marsh-meadow along Huron River, SE from jct. of Fuller & Gedes Sts. in Ann Arbor.",42.276699,-83.697769,300,"N",NA,"Y","Yes","Flowering","","","","locality","best estimate","JA"
"1100",14506167,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/17/1964",1964,9,17,261,1964261,"flowering","unknown","Y","N"," "," ","","","Ohio","Lawrence","Washington","Shaded creek bank near marshy area along Rt. 93, 5 mi N of Olive Furnace, SE 1/4 Sec. 34, Washington Twp. ",38.82773,-82.595631,2000,"N",NA,"Y","Yes","Flowering","","","PLSS","locality+direction+distance","best estimate","JA"
"1101",14506863,"MW","KE","specimen","Chelone glabra","Chelone","glabra","9/17/1983",1983,9,17,260,1983260,"flowering","unknown","Y","N"," "," ","","","Ohio","Hocking","Laurel","Marsh along stream at head of hollow; Crane Hollow, 10 mi SW of Logan, SW 1/4 SW 1/4 S21, T12N R18W, Laurel Twp. ",39.49158,-82.582598,500,"N",NA,"Y","Yes","Flowering","","","","PLSS","best estimate","JA"
